displacement,horsepower,weight,cylinders,modelYear,drivetrain,transmission,mpg
1.4,85,2323,3,2009,0,1,54
2,120,2300,4,1976,0,0,43.3
3.5,252,3368,8,2004,1,0,32
3.5,256,3054,8,1994,0,2,29.7
5.2,432,3197,12,1977,2,1,11.3
3.3,287,2727,8,1995,1,1,32
2,171,2722,4,2008,0,1,46.2
1.6,93,2655,3,1974,0,0,42.2
4.1,341,3216,10,1998,2,2,23.8
1.9,155,2505,4,1970,2,2,40.7
4.3,327,3227,10,1993,1,0,22.8
1.4,151,2441,3,2009,3,1,49.5
4.1,390,3812,10,2019,1,1,24.6
1.3,196,2565,4,1987,1,1,41
1.6,180,2101,4,1972,0,0,40.5
1.8,183,2694,4,1998,2,0,43.1
2.4,250,2674,6,1972,2,1,32.9
3.1,258,3519,8,1983,1,1,27.6
3.3,266,3246,8,2006,0,1,32.3
4.3,403,3835,10,1973,2,1,13.6
1.5,111,2187,3,2000,3,0,51.3
4.2,392,3388,10,2017,1,1,23.7
3.3,268,3110,8,2016,2,0,34.1
2.3,203,2814,6,1993,0,1,38.1
3.6,258,2775,8,2003,3,0,30.8
4.5,444,3643,12,2001,1,2,15.4
2.6,213,3063,6,1977,1,2,34.3
3.1,303,2809,8,2011,1,0,32.7
2.3,208,3114,6,2008,3,2,39
2.1,146,2594,4,2021,1,2,47.6
1.4,199,2710,4,2001,0,1,42.9
1.5,185,2643,4,2006,1,1,45.2
1.8,150,2233,4,1974,1,1,41.3
1.7,137,2204,4,1979,3,1,45.3
2.9,291,3332,8,2002,2,2,30.5
2,166,2413,4,1986,1,0,42.4
1.4,175,2399,4,1973,3,1,39.3
1.6,114,2447,4,2020,0,2,53.6
1.4,113,2869,4,1989,2,1,44.7
4,366,3774,10,1990,1,0,19.3
2.7,193,2454,6,1991,2,1,39.2
3.5,269,2975,8,2000,0,2,32.9
2.2,183,2926,6,1979,2,2,35.2
1.5,92,2104,3,1995,3,1,50.5
1.4,134,3001,4,2012,0,2,46.7
3.1,258,3351,8,2019,2,2,34.5
3.7,302,2908,8,2021,0,2,36.1
1.9,143,3160,4,1993,1,2,42.4
1.7,173,2888,4,2017,1,2,45.1
2.3,252,2703,6,2007,1,0,40.3
1.6,164,2932,3,1996,2,1,41.7
3.2,320,3289,8,1990,0,2,25.6
1.8,130,2269,4,2003,3,2,47.1
2.2,242,2921,6,1987,2,2,35.5
4.9,411,3842,12,2004,0,0,17
3.1,286,3115,8,2024,1,2,35.1
2.6,265,2525,6,2012,1,0,38.8
1.6,151,2522,4,2010,0,1,47.5
2,177,2723,4,2002,2,2,42
1.9,193,2217,4,1989,1,1,41.9
1,118,2355,3,2009,1,1,52.8
1.9,148,3064,4,2005,1,1,45.1
1.8,147,2949,4,1980,0,1,40.4
2,119,3192,4,1992,0,0,40.5
5,449,3550,12,1981,0,0,12.8
3.6,291,2898,8,1990,1,1,29.1
1.4,160,2342,4,1979,3,2,44.5
1,82,2136,3,2013,2,0,54.8
1.9,131,2343,4,1997,1,1,47.5
2.1,170,3126,4,1977,3,1,35.8
1.8,110,2642,4,1986,2,1,43.8
1.9,121,3004,4,1992,3,2,40.7
4.1,403,3077,10,1971,2,1,17.4
1.8,150,2469,4,2018,0,0,49
4.1,395,3154,10,1980,0,2,20.9
2.4,260,2585,6,1973,3,2,32
1.2,147,2509,3,1997,0,2,49.8
1.5,167,2191,4,1976,1,0,43.4
1.3,121,2840,3,1975,0,1,43.9
1.6,136,2344,4,1991,3,2,45.6
1.9,160,2957,4,2021,2,0,45.3
3.3,265,3491,8,2010,1,1,31.9
4.2,336,2895,10,1972,2,2,21.3
4.3,394,3692,10,2018,3,1,22.1
1.7,115,2500,4,2010,1,1,48.9
1.9,133,2413,4,2024,1,2,53.3
2.5,245,3143,6,2016,0,1,37
1.1,99,2572,3,1973,1,1,44.1
2.3,215,2389,6,2019,1,0,44
2.3,226,2663,6,2023,0,0,42.1
1.3,134,2633,4,1986,1,2,45.3
2.8,214,2991,6,1978,2,1,32.4
4.3,364,3480,10,1977,1,2,16.9
1.4,183,2781,4,1979,2,2,40
1.2,127,2407,3,1973,2,0,44.5
1,138,2116,3,2018,2,0,55.3
2.1,120,2660,4,2005,0,0,45
1.9,124,2317,4,2015,2,1,50.8
3.1,305,3283,8,2009,2,0,30.1
3.2,331,3276,8,1983,3,2,25
1.5,147,2644,4,1990,2,0,42.3
4,408,3800,10,1995,1,0,18.7
1.6,186,2747,4,1990,3,1,41.4
1.4,192,2351,4,1985,3,1,41.5
1.7,120,3065,4,1981,2,0,40.1
2.9,208,2911,6,2005,0,0,37
1.7,175,2828,4,1974,0,0,36.8
4.8,451,3576,12,2007,2,1,15.4
1.2,143,2758,3,1977,2,1,42.1
2.7,252,2926,6,1990,1,0,33.3
3.5,293,3004,8,1975,2,2,27.1
3.3,309,3399,8,2003,1,0,28.7
4.1,360,2984,10,1988,0,0,21
1.4,192,2900,4,1972,0,1,38.9
1.6,195,2331,4,2005,3,2,47.6
1,105,2251,3,2008,3,2,52.3
1.4,148,2168,4,2005,3,0,48.6
1.5,122,2054,3,1999,2,2,51.1
3.3,251,3061,8,1983,1,2,29.2
1.3,80,2093,3,1999,1,2,53.9
2.7,196,3146,6,1978,0,0,33
3,263,3017,8,1973,1,2,26.8
5,480,3998,12,1989,2,1,9
1.7,172,2218,4,1973,1,1,43.5
3,268,2700,8,1971,1,0,30.2
2,146,2998,4,2004,3,1,44.5
2,187,2919,4,2002,0,2,42.5
4.8,460,3235,12,1997,1,2,18
4.2,400,3002,10,2000,0,2,24.1
1.6,167,2666,4,1979,2,0,41.5
2.5,251,2765,6,1986,3,2,35.7
2.1,156,2792,4,1978,0,2,39.3
1.1,86,2108,3,2012,1,1,55.3
3.1,294,3101,8,2018,2,2,33.5
3.5,297,2945,8,1978,1,0,26.7
2.5,239,3113,6,2014,0,0,39.7
4.7,477,3421,12,1979,2,2,10.2
1.8,188,2345,4,1994,3,1,41.9
1.9,116,2800,4,1998,0,0,44.4
2.7,226,3243,6,1970,3,0,30
4.4,382,3349,10,2020,1,0,23.2
2.7,220,3040,6,1982,2,0,34.1
1.6,111,2720,4,2003,2,2,47.8
1.4,178,2901,4,1997,1,1,41.5
1.4,185,2421,4,2009,1,1,47.3
2.8,256,3305,6,1999,1,0,32.9
3.8,358,3595,10,2004,1,2,22.9
1.6,116,2433,4,1989,1,1,46.2
1.5,168,2322,4,2007,1,0,46.6
2.6,239,3373,6,2004,0,2,35.5
2.7,269,2688,6,1980,2,2,33.5
1.9,192,2694,4,2018,0,2,45.9
2,174,2450,4,2007,2,2,44.8
1.7,161,3043,4,1992,0,2,40.2
4.2,397,3802,10,2010,0,1,21
2.7,219,3134,6,1970,3,2,28.7
4.9,400,3992,12,2009,2,1,16.3
4.1,325,3663,10,1998,0,0,22.9
2.2,207,2546,6,1995,2,0,38.8
1.6,165,2573,4,1999,3,1,45.1
3.2,293,3540,8,1970,2,2,21.4
2.5,233,2675,6,1996,0,2,38.7
2,186,2458,4,1979,3,1,39.2
2.2,251,2284,6,1998,2,1,40.1
1.4,116,2338,4,2023,1,1,55.1
3.5,338,3379,8,1996,0,0,25.8
4.5,401,3370,12,1994,0,2,18.1
2.2,234,2393,6,1993,0,2,41.3
3.5,295,3437,8,1997,0,1,27.1
3.1,261,2784,8,1981,2,2,29
5.2,463,3201,12,1987,0,1,14.2
3,285,3375,8,2012,1,2,31.1
1.4,100,2048,3,2012,3,1,52.9
1.9,132,3068,4,1989,0,0,41.8
1.8,135,3131,4,1999,3,0,43.4
2.1,156,3171,4,1975,2,0,36.3
1.7,149,2146,4,2022,0,2,54.5
1.3,154,2414,4,1993,2,2,46.3
3,315,3186,8,2020,2,2,33.7
2.7,245,3195,6,1989,0,2,32.1
1.7,115,2645,4,1972,0,2,43.5
3.1,265,2641,8,1980,0,0,32
3.7,363,3455,10,2016,3,2,25.2
1.6,159,3025,4,1999,3,2,42.5
2.3,257,3229,6,2007,1,0,35.1
5.3,392,3794,12,1985,2,2,11.3
3.6,266,3236,8,2021,3,2,33.6
1.3,194,2838,4,1990,0,2,40.7
4.3,394,3285,10,1980,2,1,16.5
5.3,450,3198,12,2013,1,0,16.8
3.3,250,2911,8,1978,2,2,27.9
1.5,195,2787,4,1987,2,2,40.6
5.2,424,3669,12,2021,1,1,17.4
1.4,170,2843,4,2016,2,0,46.1
1.9,129,2475,4,1989,1,2,43.7
2.2,190,3030,6,2013,3,2,40.2
3.2,318,2869,8,2015,3,2,31.7
3.3,309,3356,8,2014,1,1,29.4
1.6,139,2478,4,1991,3,2,46.1
3.2,311,2688,8,2016,0,0,35.1
2,116,2596,4,2000,2,2,46.9
5,426,3849,12,2019,2,1,16
1.9,124,2506,4,2024,2,0,50.9
1.6,128,2532,4,2023,1,2,51.8
4.5,320,3716,10,2014,2,2,25
2.9,269,2846,6,2003,1,1,36.3
2.6,269,2477,6,1985,1,0,35.5
3.9,323,3383,10,1988,0,1,23.1
1.4,153,3002,4,1970,2,1,36.2
2.9,210,3294,6,1983,1,0,32.9
1.8,179,2708,4,2005,0,0,42.9
3.4,257,3521,8,1970,2,2,24.1
1.9,167,2898,4,2001,0,2,44.4
2.7,217,3304,6,2019,3,0,36
2.7,201,2794,6,1994,3,1,36.8
1.8,169,2623,4,2004,1,1,44.5
5.1,445,3916,12,1976,1,2,9.9
1.9,137,2835,4,1980,1,0,41.5
4.2,357,3625,10,2022,3,1,25.6
2.3,264,2437,6,1994,3,2,38.3
1.6,195,2950,4,1995,3,1,41.3
2.6,269,2923,6,1992,1,0,34.1
1.1,156,2435,3,1992,2,1,47.8
2.1,142,3097,4,2012,1,1,44.9
3,255,3479,8,2000,3,2,29.5
5.2,419,4116,12,1986,0,1,9.9
1.5,140,2240,4,1994,3,2,45.3
3.6,303,2851,8,1982,3,0,25.2
1.6,132,2407,3,1980,1,2,46.7
3.1,290,3169,8,2014,1,2,34.1
2,168,2975,4,2012,0,1,43.4
3.4,335,3407,8,1985,3,1,22.2
1.4,153,2132,3,1980,2,0,44.7
1.5,114,2408,4,1974,1,2,43.2
2.5,214,2479,6,2004,2,1,40.3
1.8,183,3035,4,2008,1,1,42.9
3.1,315,2978,8,2021,2,2,33.7
1.6,183,2843,4,2003,1,0,44.1
3,293,3008,8,2006,3,2,31.5
1.7,131,2114,4,1999,2,2,47.5
1.7,186,2153,4,2004,0,1,48.7
3.6,255,2812,8,1986,1,1,29
2.1,133,2668,4,1975,2,2,40.5
3.3,316,2702,8,1982,0,2,30.3
1.8,138,2780,4,1999,2,0,44.3
3.1,273,3518,8,2016,1,0,32.4
1.7,132,2156,4,1989,3,0,46.1
3.3,290,3255,8,2015,1,2,33
3.7,309,3570,8,2013,3,1,29.2
3.8,394,3233,10,1988,1,1,20.2
1.5,130,2083,4,2012,3,1,51.9
1.7,133,2429,4,1975,3,2,40.7
2.7,190,3081,6,1999,2,0,36
1,127,2052,3,2018,0,1,54.6
1.3,174,2198,4,2005,1,0,49.6
1.6,116,2150,4,2002,2,1,49.2
3.2,299,2872,8,1976,3,0,25.1
2.9,340,3450,8,1976,2,2,23.4
4.3,399,3312,10,1999,1,0,21.9
3.2,278,3428,8,2008,2,0,28.7
4.3,384,3121,10,2004,0,2,23.8
1.5,129,2995,4,1981,1,1,42.8
3.1,267,3090,8,1984,2,1,27.5
3.4,281,2877,8,2017,1,1,35.5
2.2,184,2869,6,2004,3,1,39.8
3.6,262,2905,8,1989,2,1,29.8
1.4,155,2587,4,1981,3,1,42
2.8,204,2534,6,1978,1,0,37.2
1.7,149,2996,4,1977,2,1,40.1
1.7,115,2474,4,1977,3,0,43.9
2.6,196,2645,6,1972,1,2,34.1
1.3,186,2772,4,1971,1,0,38.2
1,144,1939,3,1985,0,1,48.2
3.5,273,3152,8,2019,0,0,32.4
1.5,178,2569,4,2016,1,2,49.5
1.8,181,2178,4,1981,2,0,42.4
3.8,383,3268,10,2006,2,2,22.6
2.2,181,2836,6,2018,0,0,44.3
3.7,289,3244,8,1974,1,0,22.7
1.4,187,2049,4,2011,1,2,51.4
4,407,3190,10,1994,1,1,22.4
1.5,151,2312,4,1994,2,2,46.2
3.3,337,3105,8,2008,1,2,30.3
1.5,147,2550,4,2008,2,2,47
2.4,262,2617,6,2009,2,2,39.2
1.9,152,2809,4,2017,0,0,46.3
1.8,197,2502,4,1979,0,2,41.3
3.1,340,2954,8,2002,3,0,28.9
2.2,186,2494,6,2021,3,2,46.2
1.8,160,2587,4,1970,0,1,39.9
2.1,112,2619,4,2002,3,1,45
1.5,135,2255,4,1996,0,0,47.2
1.9,157,2423,4,1975,0,2,43
2.2,246,2635,6,1997,3,1,36.7
1.7,191,2279,4,2006,2,0,45.9
3.6,294,3412,8,1992,3,2,27.8
3.3,264,2626,8,1990,2,2,30.9
3,313,2594,8,1988,2,2,29.3
1.8,143,3023,4,1997,1,1,44.2
1.8,138,2221,4,1987,3,0,46.1
3,255,2672,8,2018,0,0,38.4
1.5,144,2724,4,2004,2,2,48
5,439,3881,12,2002,3,1,11.7
1.3,172,2908,4,1989,0,0,41.6
1.9,193,2314,4,1974,0,0,40.5
1.9,151,2749,4,1990,1,2,42.3
1.7,200,2176,4,2005,3,1,45.3
3.7,312,2983,8,2000,0,1,30.9
3,337,3070,8,1988,1,0,28.2
4.6,398,2994,12,2006,3,0,20.5
1.1,115,2779,3,2021,1,2,53.3
1.6,141,2771,3,2008,2,0,46
3,294,2977,8,1996,0,1,30.1
3.1,315,3114,8,1978,2,1,26
1.6,166,2240,4,2023,3,0,50.9
3,282,2722,8,1985,2,1,28.9
3,269,2651,8,2015,0,0,36.6
4.3,373,3313,10,1970,0,1,15.3
2,124,2256,4,1996,2,2,48.6
1.4,125,2073,4,1999,3,2,49.1
1.6,139,2901,4,1971,2,2,40.3
1.6,110,2787,4,2006,0,0,47
3.6,322,2958,8,1979,1,2,26.4
1.5,189,2910,4,1970,0,1,37.3
3.4,324,2631,8,2003,1,1,32.4
1.8,155,2821,4,2001,1,2,42.9
1.6,118,2173,4,2002,2,0,47.5
3.5,262,2794,8,1999,3,0,32.6
1.8,181,2625,4,1998,2,1,44.5
1.4,116,2389,3,2008,3,1,50.2
1.9,162,2664,4,2017,1,1,46
1.9,123,2343,4,2023,2,2,50.6
2.6,261,2433,6,1973,1,2,34.4
1.5,153,2951,4,1991,2,1,43.6
5.2,457,4051,12,1980,0,0,9
1.8,193,2354,4,2021,2,1,47.1
3.8,341,2925,10,2004,2,0,27.1
5.1,437,3735,12,2021,3,1,17.2
2.8,192,3003,6,2021,1,1,41.3
3,257,2889,8,1990,2,1,31.2
1.8,143,2850,4,1970,1,2,40.5
2.1,155,2670,4,1992,1,2,43.1
3.6,292,3368,8,1989,3,2,25.7
1.6,181,2915,4,1993,3,1,41.7
1.9,130,3018,4,2023,3,2,49.1
2.1,142,2343,4,1983,1,0,43
3.4,275,3236,8,1992,1,2,28
2.1,113,2564,4,1979,2,0,40.9
3.3,273,2821,8,2002,2,2,32.3
1.8,189,2900,4,2015,3,1,45.2
3.3,316,2647,8,2024,3,0,35.4
2,171,3170,4,2023,3,1,46.1
1.4,163,2427,4,1976,3,1,42.4
2.9,211,2523,6,2018,2,0,41.5
2.7,236,3371,6,1978,3,1,28.6
1.6,124,2573,3,2019,1,2,52.5
2.2,266,3151,6,1981,1,0,29.7
1.4,125,2407,4,1976,1,2,44.8
4.1,383,3175,10,1984,2,0,18.3
1.8,184,2205,4,2015,2,1,47.9
1.4,155,2804,3,2003,3,1,45.5
5.2,433,4116,12,1990,0,0,9.7
3,294,2831,8,2007,0,0,34.3
4.4,388,3540,10,1975,2,1,16.7
1.4,131,2582,4,1986,1,2,44.9
2.3,233,2421,6,1986,1,2,38.4
3.3,282,3127,8,1975,3,2,24
3.3,270,2596,8,2010,3,1,36.5
1.9,187,2895,4,1981,3,0,35.9
1.9,161,2932,4,2018,2,0,43.9
1.2,99,2399,3,2017,3,0,53.6
3.1,273,3451,8,1990,3,0,25.2
2.2,237,2749,6,2014,1,2,42.3
3.4,337,3022,8,1980,2,2,24
1.6,75,2896,3,1985,2,2,44.9
2.1,218,2504,6,2016,2,0,44.4
2.1,181,2481,4,1977,1,2,40
1.5,107,2105,3,2024,3,2,56.9
2.5,212,3190,6,2024,0,1,40.6
1.6,169,2733,4,2000,2,0,43.8
5.2,402,4013,12,1984,1,2,11.9
3.3,336,2926,8,1982,0,2,25.1
5.2,416,3296,12,2018,2,2,20.8
1.8,123,2646,4,2004,3,1,46.4
4.9,413,3747,12,1979,3,2,9.5
4.8,410,3373,12,1988,3,0,14.8
1.6,126,2271,4,2007,1,1,49.8
3.7,286,3173,8,2022,2,1,33.9
1.8,143,3064,4,2005,0,0,44.7
2.7,237,3316,6,1974,3,2,30.1
1.4,149,2248,3,1995,1,2,48.3
2.5,191,2704,6,2017,3,1,42.5
2.2,241,3215,6,2011,1,1,36.7
1.5,129,2185,4,1988,2,0,46.1
1.4,139,2393,3,2004,0,2,49.5
4.1,340,2923,10,1988,1,1,22.6
3.6,260,2988,8,2006,1,1,34.5
1.7,195,2505,4,2016,2,0,44.8
1.9,163,2413,4,1988,1,0,41.6
4.6,434,3150,12,1973,0,2,13.8
2.9,303,2775,8,1986,3,1,28
1.7,172,2355,4,1979,3,2,42.4
2.6,187,3255,6,1994,3,0,34
5,469,3989,12,1990,1,2,10.3
2,168,3035,4,2023,1,1,46
1.4,139,2175,4,2012,3,2,49.8
1.8,155,3061,4,1985,2,0,40.8
1,154,2290,3,2020,0,0,52.4
1.5,182,2424,4,2017,1,2,47.7
3.8,363,3406,10,1972,0,0,17.8
2.1,203,2577,6,1996,0,0,39.2
5,395,3632,12,2021,0,1,22.3
1.4,174,2606,4,1971,3,0,40.2
4.7,433,3660,12,1974,2,1,10.9
1.9,125,3063,4,1986,3,2,39.2
1.2,88,2561,3,2015,0,0,51.2
1.8,167,2232,4,2018,0,2,49.2
1.6,93,2360,3,2018,3,0,52
2,179,2837,4,1995,0,0,42.1
4.3,404,3392,10,1982,2,1,17.6
4.3,384,3883,10,1982,3,2,13.4
1.7,135,2773,3,2009,3,2,48.2
5,397,3517,12,1988,2,2,15.8
1.5,161,2883,4,1997,0,0,42.6
1.6,98,2665,3,2018,0,1,52.4
4,349,3021,10,2017,3,0,26.3
4.1,333,3272,10,1996,1,0,24.4
3.5,273,2950,8,2005,3,1,30.8
5,475,3369,12,1996,2,2,13.6
1.3,76,2629,3,2002,0,0,50.4
2.9,256,3454,8,1983,1,1,26
3.4,270,2697,8,1971,1,0,28.9
2.9,304,3003,8,1995,2,2,31
1.4,191,2760,4,1994,1,2,42.9
1.2,157,2767,3,1974,0,1,42
1.4,153,2790,4,1979,0,2,43
3.1,289,3491,8,2008,0,2,30.7
1.6,155,2761,4,1992,2,0,43.8
3.9,339,3717,10,1979,0,0,19.9
2.3,231,2591,6,2005,3,1,39.5
4.2,336,3122,10,1986,2,0,23.2
2.4,269,2737,6,1988,3,1,32.4
1.4,80,2486,3,1981,2,1,45.1
2.6,230,2974,6,2010,2,2,39.9
4.5,322,3188,10,2019,3,0,28.7
3,281,3423,8,1984,1,2,27
3.2,311,3260,8,2003,0,0,29.2
4.8,410,3702,12,2013,0,2,19.4
4.1,369,3701,10,2003,3,1,20.6
3.5,319,3614,8,1990,3,2,24.5
1.7,185,2693,4,1987,3,1,39.3
1,148,2681,3,1981,1,1,44.9
1.3,125,2381,3,2024,2,1,53.7
2.3,269,3002,6,1996,3,1,35.5
1.8,182,2257,4,2000,3,0,45.9
2.6,217,2428,6,1988,3,0,37.8
2.1,119,3011,4,1993,1,1,41.9
2.9,279,3463,8,2006,2,1,31.2
1.3,80,2522,3,2012,0,0,53.7
1.7,183,2944,4,1988,2,1,39.7
2,118,2980,4,1979,2,2,41.3
1.5,181,2722,4,2005,3,1,45.8
5.3,459,4007,12,1974,1,0,9
3.6,315,3528,8,1979,0,1,22.5
1.5,135,2435,4,2002,2,2,46.8
1,147,2417,3,1978,2,2,45
2,123,3005,4,1989,2,0,42.5
5.1,398,3160,12,1981,2,1,13.7
2.6,216,3102,6,1992,0,2,36.5
1.7,156,2488,4,1977,3,0,41.8
2.3,194,2361,6,2008,2,0,41.7
2.1,250,2381,6,2020,3,2,42
1,124,2185,3,1970,2,2,46.1
1.1,124,1997,3,1979,0,0,46.4
2.3,250,2896,6,2005,0,2,39.3
1.6,180,2248,4,1982,1,1,43.2
1.1,97,2337,3,2017,2,1,55.5
4.7,396,3695,12,1971,2,0,12
2.8,231,3343,6,1992,1,0,34.2
5.1,477,3440,12,2006,2,1,14.9
1.5,164,2124,4,2001,3,0,47.9
1.8,177,2172,4,1976,0,1,42.4
3.7,268,3363,8,1990,3,2,27.5
1.5,163,2265,4,1999,3,1,46.4
2.9,190,2983,6,1992,2,1,34.2
1.9,174,2212,4,1987,1,1,45
1.9,149,2281,4,2001,1,0,46.6
2.9,267,2915,6,1989,0,1,33
3.3,272,3162,8,1990,1,0,27
2,170,2904,4,1982,1,0,37.3
1.4,122,2589,4,1989,3,2,44.2
4.4,333,3807,10,2024,3,0,23.6
1.5,93,2753,3,1985,3,2,44.8
2.5,229,3022,6,2012,0,0,38.4
1.5,163,2817,4,1987,2,1,42.8
4.7,402,3609,12,2002,0,2,19.3
3.4,315,2762,8,1983,3,0,25.8
2.1,243,2831,6,1986,0,2,35.4
5,440,3890,12,1981,2,1,9
3,267,2923,8,1975,2,2,29.8
2.6,252,2591,6,1991,0,1,35.4
3.1,282,3463,8,1998,2,1,28.3
4,401,3233,10,2019,2,0,25.8
1.3,126,2694,3,2021,3,1,50.9
3.5,257,3530,8,1986,0,1,26
1.6,142,2192,4,1971,3,2,41.1
2.4,222,2914,6,1973,3,0,30.7
4.3,365,3101,10,1990,2,2,21
1.6,195,2311,4,2000,2,1,44.7
1.7,89,2216,3,2006,2,2,50.5
2.7,233,2828,6,1999,0,2,38.9
2.4,184,2643,6,1996,0,2,39.8
3.1,309,3384,8,1990,2,2,25.7
2,184,2264,4,2009,1,0,46
2.1,148,2548,4,2020,1,1,50.3
4.4,363,3389,10,1982,0,2,19.3
1.3,194,2617,4,1983,2,0,39.9
1.9,139,2965,4,1980,2,2,39.5
3.2,309,3290,8,2024,2,0,32.4
3.3,333,3357,8,2009,2,0,29.7
1.8,110,2506,4,1998,2,0,47.9
1.2,100,2489,3,2001,0,1,51.3
1.4,190,2390,4,1982,2,2,41.6
1.6,116,2966,4,1979,1,0,39.6
1.8,182,2965,4,1994,0,2,41.2
3.2,267,3295,8,1994,0,2,29.3
2.2,252,2386,6,1971,2,1,35.9
2,161,3189,4,1992,3,0,39
1.9,194,3034,4,1982,0,2,36.6
1.4,143,2501,4,2000,3,2,46.6
1.5,175,2107,4,1973,3,2,41.1
4,323,3726,10,1994,2,1,21.8
1.7,132,2567,4,2000,0,0,44.7
2,149,3060,4,1976,1,2,39.8
3,312,2995,8,1984,2,2,29.2
2.6,181,2615,6,2000,2,0,40.5
1.8,200,3047,4,2013,3,0,42.7
2.5,215,2737,6,1997,1,1,37.6
2.5,186,2434,6,2014,0,2,45
1.7,126,2229,4,1995,1,1,48.9
3.7,289,3550,8,1993,3,0,23.5
1.7,150,2325,4,1982,3,0,42.4
1.4,199,2961,4,2011,0,1,42.9
1.8,167,2534,4,2006,3,0,46.3
1.4,159,2603,4,2016,0,2,48.6
4.6,423,3802,12,2024,2,1,18.3
1.5,144,2949,4,1993,3,0,40.2
2.3,213,2727,6,2008,0,0,39.6
2,165,2996,4,1987,0,2,39.6
3.7,365,3279,10,2004,1,2,24.9
1.4,191,2736,4,2007,1,2,47.1
1.5,147,2673,4,2016,2,0,47.5
2.1,184,2709,4,1990,3,2,41.8
1.3,98,2673,3,2004,2,2,49.1
1.9,174,2470,4,2007,1,0,44.6
3.7,302,2937,8,1971,3,2,23.7
2.3,210,2615,6,2023,2,0,45.4
5,429,3895,12,2003,0,2,14.9
2.2,225,2607,6,2011,0,1,42.2
1.4,119,2092,4,2023,2,0,52.7
4.6,396,3749,12,2013,3,2,18.4
2,141,2495,4,2023,0,2,49.3
3.1,334,3144,8,1987,0,0,26.7
1.9,153,3147,4,1990,2,0,37.9
4.5,449,3901,12,1991,3,2,10.3
1.5,113,2994,3,2001,2,1,45
2.6,217,3050,6,1971,1,1,30.2
4.1,410,3649,10,1992,2,0,15.8
3.5,308,3154,8,1985,1,0,26.8
1.7,174,2876,4,2011,0,2,44.2
3.9,378,3081,10,2015,2,2,28.5
5.2,463,3716,12,2009,2,2,16.2
3.8,365,2911,10,1988,0,1,23.7
1.4,158,2257,3,1974,0,0,44.8
2.3,213,2435,6,1983,1,1,36.6
2.1,177,2750,4,1976,3,0,37.1
3,325,3417,8,1972,2,1,21.9
2,145,3034,4,2017,0,0,45
2.8,244,2954,6,2003,0,0,37.2
1.9,163,2291,4,1988,1,1,43.2
2.1,188,2382,4,1974,3,2,38.8
2.2,220,2725,6,2009,0,1,39.7
1.3,159,2918,3,1979,0,2,40.1
1.9,193,2794,4,1973,0,2,37
1.6,113,2388,4,2011,1,0,51.5
1.9,137,2983,4,1975,2,0,39.7
3.2,338,2573,8,2017,1,1,34.5
4.3,382,3031,10,1979,1,0,20
1.6,155,2346,4,1992,3,2,44.8
1.7,132,2379,4,1981,3,2,45
2.6,195,3139,6,1973,0,0,33.2
2.3,246,2667,6,1999,0,1,37.7
1.7,170,3036,4,1984,3,2,37.4
2.7,242,3410,6,1993,1,1,31.7
1.7,171,2462,4,1981,1,1,42
2.6,237,2469,6,1984,2,0,34.1
3.3,276,3524,8,1991,3,1,26.4
1,151,2179,3,2001,2,2,51.4
1.5,143,3000,4,2003,1,0,43.2
1.7,148,2178,4,1981,3,2,43.2
5,439,3200,12,2017,0,2,20.6
1.7,162,2980,3,1985,1,1,41.2
1.9,195,2614,4,1996,2,2,43.3
1.5,189,2173,4,1997,3,2,47
2,167,2441,4,2015,2,2,46.8
1.1,104,2734,3,1984,2,0,43.8
2.3,229,3290,6,1991,3,1,32.4
1.5,82,2330,3,1992,0,2,50.5
3.3,313,3349,8,2002,3,0,28.7
3.1,272,3139,8,1986,0,0,27.5
5.2,392,3635,12,2011,2,1,17.8
3.7,408,3560,10,1987,2,1,16.3
1.6,159,2538,4,1990,1,2,45.2
3.1,300,3456,8,2024,1,2,32
1.6,179,2742,4,1990,3,2,41.9
1.8,175,2297,4,2018,3,0,47.3
1.7,165,2438,4,1994,1,2,44.4
2.5,239,3286,6,2002,3,2,34.3
1.7,120,2663,4,2002,1,2,48.8
2.8,269,2709,6,1970,1,1,32.2
3.4,309,3443,8,2001,0,2,29.6
2.3,251,2886,6,2016,2,0,39.9
4.5,348,3379,10,2009,3,2,22.8
2.7,188,2908,6,1992,1,2,38.2
2.5,265,2616,6,2010,3,0,36.8
2.8,215,2771,6,1992,3,0,35.7
5.2,413,3836,12,1988,2,0,10.9
1.6,120,2266,4,1975,3,2,45.4
2.2,202,2896,6,2004,0,1,41.1
4.9,426,3341,12,1990,0,1,15.6
3.5,327,3621,8,1973,2,1,19.9
1.7,98,2755,3,2007,2,1,48.6
1.6,170,2593,4,2009,3,2,46.5
1.8,198,2826,4,2009,0,1,43.7
4.4,409,3127,10,2008,2,2,22
1.5,144,2105,3,1985,0,1,47.6
2.5,211,2571,6,1978,1,1,35.2
3.7,337,2718,10,2006,3,2,29.3
2.1,166,2471,4,1973,3,0,40.2
4.3,378,3084,10,2010,3,2,24.1
3.1,261,2886,8,1978,0,0,29.7
1.4,147,2149,4,2020,3,2,51.2
3.2,275,2710,8,1981,0,0,30.4
1.7,166,2817,4,2016,2,2,46
1.7,170,2147,4,2019,0,1,52.3
3.3,270,3293,8,2022,0,1,33.4
2.7,261,3049,6,1993,3,2,33.7
2,165,2405,4,1990,2,1,42.3
